nationality,arrival_airport_iata,departure_airport_iata,departure_year,departure_month,departure_day,departure_date,arrival_airport_description,departure_airport_description,arrival_city,departure_city,arrival_country_code,departure_country_code,arrival_country,departure_country,zone,entries,investigated,alarms,document_type,gender,age_group,transit_flag,airline,flight_number,control_outcome,operator_notes,risk_code,Tipo Documento,FASCIA ETA,ALARM_REASON_INTERPOL,ALARM_REASON_Manuale,ALARM_REASON_NSIS,ALARM_REASON_No information provided,ALARM_REASON_SDI,ALARM_REASON_TSC,RISK_FLAG_HIGH,RISK_FLAG_LOW,RISK_FLAG_MEDIUM,total_alarms_day,day_of_week,is_weekend,month,alarm_rate,investigation_rate,airport_historical_avg_rate,rate_deviation,alarm_rate_yesterday,rolling_7d_avg_rate,airport_historical_avg_entries,traffic_multiplier,zone_risk_weight
ALB,BLQ,MAN,2024,1,5,2024-01-05 14:45:00,GUGLIELMO MARCONI,MANCHESTER,BOLOGNA,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,8.0,1.0,1.0,0.0,PERMESSO DI SOGGIORNO,F,31-45,SINGOLA TRATTA,RYANAIR DAC,FR2242,SEGNALATO,,,PERMESSO DI SOGGIORNO,31-45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,0,1,1.0,1.0,2.1493092298647856,-1.1493092298647856,1.0,0.6607142857142857,1.55,0.6451612903225806,8.0
ALB,MXP,MAN,2023,1,5,2024-01-05 16:50:00,MALPENSA,MANCHESTER,MILANO,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,2.0,1.0,1.0,0.0,N.D.,F,61+,SINGOLA TRATTA,EASYJET EUROPE,EC3838,,,,N.D.,61+,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,0,1,1.0,1.0,2.1493092298647856,-1.1493092298647856,1.0,0.7321428571428571,1.55,0.6451612903225806,2.0
ALB,MXP,MAN,2024,1,13,2024-01-06 06:30:00,MALPENSA,MANCHESTER,MILANO,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,2.0,1.0,1.0,1.0,VISTO,F,46-60,SINGOLA TRATTA,RYANAIR DAC,FR6818,IN ATTESA,,,VISTO,46-60,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,5,1,1,2.0,1.0,2.1493092298647856,-0.14930922986478556,1.0,0.8035714285714286,1.55,0.6451612903225806,2.0
ALB,BLQ,MAN,2024,1,7,2024-01-07 11:40:00,GUGLIELMO MARCONI,MANCHESTER,BOLOGNA,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,8.0,1.0,1.0,0.0,N.D.,F,0-17,SINGOLA TRATTA,,FR2242,FERMATO,,,N.D.,0-17,0.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,4.0,6,1,1,4.0,1.0,2.1493092298647856,1.8506907701352144,2.0,0.9464285714285714,1.55,0.6451612903225806,8.0
ALB,PSA,MAN,2024,1,7,2024-01-07 12:00:00,GALILEO GALILEI,MANCHESTER,PISA,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,8.0,2.0,2.0,0.0,N.D.,M,61+,SINGOLA TRATTA,RYANAIR DAC,FR5624,IN ATTESA,,,N.D.,61+,0.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,4.0,6,1,1,2.0,1.0,2.1493092298647856,-0.14930922986478556,4.0,1.4464285714285714,1.55,1.2903225806451613,8.0
ALB,CIA,MAN,2024,1,7,2024-01-07 15:45:00,CIAMPINO,MANCHESTER,ROMA,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,5.0,1.0,1.0,1.0,PASSAPORTO,M,46-60,SINGOLA TRATTA,,FR3204,,,,PASSAPORTO,46-60,0.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,4.0,6,1,1,4.0,1.0,2.1493092298647856,1.8506907701352144,2.0,1.5892857142857142,1.55,0.6451612903225806,5.0
ALB,VCE,MAN,2024,1,8,2024-01-08 07:45:00,VENEZIA MARCO POLO,MANCHESTER,VENEZIA,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,0.0,1.0,1.0,1.0,VISTO,M,46-60,SINGOLA TRATTA,RYANAIR DAC,FR2898,FERMATO,,,VISTO,46-60,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,0,0,1,3.0,1.0,2.1493092298647856,0.8506907701352144,4.0,2.142857142857143,1.55,0.6451612903225806,0.0
ALB,NAP,MAN,2024,1,8,2024-01-08 08:50:00,NAPOLI CAPODICHINO,MANCHESTER,NAPOLI,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,6.0,1.0,1.0,1.0,CARTA D'IDENTITÀ,F,61+,SINGOLA TRATTA,RYANAIR DAC,FR6835,IN ATTESA,,,CARTA D'IDENTITÀ,61+,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,0,0,1,3.0,1.0,2.1493092298647856,0.8506907701352144,3.0,2.4285714285714284,1.55,0.6451612903225806,6.0
ALB,TRN,MAN,2024,1,8,2024-01-08 12:50:00,SANDRO PERTINI,MANCHESTER,TORINO,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,1.0,2.0,2.0,1.0,N.D.,N.D.,31-45,SINGOLA TRATTA,RYANAIR DAC,FR9877,IN ATTESA,,,N.D.,31-45,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,0,0,1,1.5,1.0,2.1493092298647856,-0.6493092298647856,3.0,2.7142857142857144,1.55,1.2903225806451613,1.0
ALB,MXP,MAN,2024,1,8,2024-01-08 16:25:00,MALPENSA,MANCHESTER,MILANO,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,2.0,2.0,2.0,0.0,N.D.,F,46-60,SINGOLA TRATTA,EASYJET EUROPE,EC3836,IN ATTESA,,,N.D.,46-60,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,0,0,1,1.5,1.0,2.1493092298647856,-0.6493092298647856,1.5,2.7857142857142856,1.55,1.2903225806451613,2.0
ALB,BGY,MAN,2024,1,10,2024-01-09 11:35:00,ORIO AL SERIO,MANCHESTER,BERGAMO,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,2.0,1.0,1.0,0.0,VISTO,N.D.,18-30,SINGOLA TRATTA,RYANAIR DAC,FR3216,FERMATO,,,VISTO,18-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0.0,1.0,2.1493092298647856,-2.1493092298647856,1.5,2.7142857142857144,1.55,0.6451612903225806,2.0
ALB,BGY,MAN,2024,1,10,2024-01-09 11:35:00,ORIO AL SERIO,MANCHESTER,BERGAMO,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,2.0,1.0,1.0,0.0,VISTO,N.D.,18-30,SINGOLA TRATTA,RYANAIR DAC,FR3216,FERMATO,,,VISTO,18-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0.0,1.0,2.1493092298647856,-2.1493092298647856,0.0,2.142857142857143,1.55,0.6451612903225806,2.0
ALB,MXP,MAN,2024,1,11,2024-01-11 11:50:00,MALPENSA,MANCHESTER,MILANO,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,2.0,1.0,1.0,0.0,PASSAPORTO,F,18-30,SINGOLA TRATTA,RYANAIR DAC,FR6816,,,,PASSAPORTO,18-30,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3,0,1,1.0,1.0,2.1493092298647856,-1.1493092298647856,0.0,1.8571428571428572,1.55,0.6451612903225806,2.0
ALB,BLQ,MAN,2024,1,12,2024-01-12 14:45:00,GUGLIELMO MARCONI,MANCHESTER,BOLOGNA,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,8.0,5.0,5.0,3.0,PASSAPORTO,F,61+,SINGOLA TRATTA,RYANAIR DAC,FR 2242,IN ATTESA,,,PASSAPORTO,61+,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,3.0,4,0,1,0.6,1.0,2.1493092298647856,-1.5493092298647855,1.0,1.4285714285714286,1.55,3.225806451612903,8.0
ALB,MXP,MAN,2024,1,13,2024-01-13 06:30:00,MALPENSA,MANCHESTER,MILANO,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,2.0,1.0,1.0,1.0,CARTA D'IDENTITÀ,F,0-17,SINGOLA TRATTA,RYANAIR DAC,FR6818,IN ATTESA,,,CARTA D'IDENTITÀ,0-17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5,1,1,1.0,1.0,2.1493092298647856,-1.1493092298647856,0.6,1.0857142857142856,1.55,0.6451612903225806,2.0
ALB,BGY,MAN,2024,1,13,2024-01-13 08:25:00,ORIO AL SERIO,MANCHESTER,BERGAMO,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,2.0,3.0,3.0,0.0,N.D.,F,46-60,SINGOLA TRATTA,RYANAIR DAC,FR3216,IN ATTESA,,,N.D.,46-60,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5,1,1,0.3333333333333333,1.0,2.1493092298647856,-1.8159758965314523,1.0,0.7999999999999999,1.55,1.9354838709677418,2.0
ALB,BLQ,MAN,2024,1,14,2024-01-14 11:40:00,GUGLIELMO MARCONI,MANCHESTER,BOLOGNA,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,8.0,1.0,1.0,0.0,PASSAPORTO,M,N.D.,SINGOLA TRATTA,RYANAIR DAC,FR2242,SEGNALATO,,,PASSAPORTO,N.D.,0.0,1.0,1.0,1.0,2.0,2.0,0.0,7.0,0.0,7.0,6,1,1,7.0,1.0,2.1493092298647856,4.850690770135214,0.3333333333333333,0.6333333333333334,1.55,0.6451612903225806,8.0
ALB,PSA,MAN,2024,1,14,2024-01-14 12:00:00,GALILEO GALILEI,MANCHESTER,PISA,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,8.0,2.0,2.0,0.0,PERMESSO DI SOGGIORNO,M,0-17,SINGOLA TRATTA,RYANAIR DAC,FR5624,,,,PERMESSO DI SOGGIORNO,0-17,0.0,1.0,1.0,1.0,2.0,2.0,0.0,7.0,0.0,7.0,6,1,1,3.5,1.0,2.1493092298647856,1.3506907701352144,7.0,1.4190476190476191,1.55,1.2903225806451613,8.0
ALB,TRN,MAN,2024,1,14,2024-01-14 14:45:00,SANDRO PERTINI,MANCHESTER,TORINO,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,1.0,1.0,,,PERMESSO DI SOGGIORNO,M,61+,SINGOLA TRATTA,TUI AIRWAYS,BY2760,,,,PERMESSO DI SOGGIORNO,61+,0.0,1.0,1.0,1.0,2.0,2.0,0.0,7.0,0.0,7.0,6,1,1,7.0,0.0,2.1493092298647856,4.850690770135214,3.5,1.9190476190476191,1.55,0.6451612903225806,1.0
ALB,MXP,MAN,2024,1,15,2024-01-15 11:40:00,MALPENSA,MANCHESTER,MILANO,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,2.0,1.0,1.0,0.0,PASSAPORTO,F,46-60,SINGOLA TRATTA,RYANAIR DAC,FR6816,FERMATO,,,PASSAPORTO,46-60,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,4.0,0,0,1,4.0,1.0,2.1493092298647856,1.8506907701352144,7.0,2.919047619047619,1.55,0.6451612903225806,2.0
ALB,BGY,MAN,2024,1,15,2024-01-15 14:00:00,ORIO AL SERIO,MANCHESTER,BERGAMO,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,2.0,1.0,1.0,0.0,N.D.,M,46-60,SINGOLA TRATTA,RYANAIR DAC,FR3216,FERMATO,,,N.D.,46-60,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,4.0,0,0,1,4.0,1.0,2.1493092298647856,1.8506907701352144,4.0,3.3476190476190477,1.55,0.6451612903225806,2.0
ALB,BGY,MAN,2024,1,16,2024-01-16 11:35:00,ORIO AL SERIO,MANCHESTER,BERGAMO,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,2.0,1.0,1.0,0.0,N.D.,M,31-45,SINGOLA TRATTA,RYANAIR DAC,FR3216,,,,N.D.,31-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0.0,1.0,2.1493092298647856,-2.1493092298647856,4.0,3.833333333333333,1.55,0.6451612903225806,2.0
ALB,VCE,MAN,2024,1,19,2024-01-19 11:30:00,VENEZIA MARCO POLO,MANCHESTER,VENEZIA,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,4.0,1.0,1.0,0.0,CARTA D'IDENTITÀ,F,18-30,SINGOLA TRATTA,RYANAIR DAC,FR2898,SEGNALATO,,,CARTA D'IDENTITÀ,18-30,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,4,0,1,4.0,1.0,2.1493092298647856,1.8506907701352144,0.0,3.6904761904761902,1.55,0.6451612903225806,4.0
ALB,BLQ,MAN,2024,1,19,2024-01-19 14:45:00,GUGLIELMO MARCONI,MANCHESTER,BOLOGNA,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,8.0,2.0,2.0,1.0,N.D.,F,31-45,SINGOLA TRATTA,RYANAIR DAC,FR2242,IN ATTESA,,,N.D.,31-45,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,4,0,1,2.0,1.0,2.1493092298647856,-0.14930922986478556,4.0,4.214285714285714,1.55,1.2903225806451613,8.0
,VCE,MAN,2024,1,21,2024-01-21 07:45:00,VENEZIA MARCO POLO,MANCHESTER,VENEZIA,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,4.0,1.0,1.0,1.0,N.D.,F,18-30,SINGOLA TRATTA,RYANAIR DAC,FR 2898,RESPINTO,,,N.D.,18-30,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,6,1,1,3.0,1.0,2.1493092298647856,0.8506907701352144,2.0,3.5,1.55,0.6451612903225806,4.0
ALB,FCO,MAN,2024,1,21,2024-01-21 16:55:00,FIUMICINO,MANCHESTER,ROMA,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,5.0,1.0,0.0,0.0,PASSAPORTO,,N.D.,SINGOLA TRATTA,EASYJET,U22123,OK,,,PASSAPORTO,N.D.,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,6,1,1,3.0,0.0,2.1493092298647856,0.8506907701352144,3.0,3.4285714285714284,1.55,0.6451612903225806,5.0
ALB,BGY,MAN,2024,1,24,2024-01-24 16:25:00,ORIO AL SERIO,MANCHESTER,BERGAMO,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,2.0,1.0,2.0,1.0,CARTA D'IDENTITÀ,M,31-45,SINGOLA TRATTA,RYANAIR DAC,FR3216,SEGNALATO,,,CARTA D'IDENTITÀ,31-45,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2,0,1,2.0,2.0,2.1493092298647856,-0.14930922986478556,3.0,2.857142857142857,1.55,0.6451612903225806,2.0
ALB,BLQ,MAN,2024,1,26,2024-01-26 14:45:00,GUGLIELMO MARCONI,MANCHESTER,BOLOGNA,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,8.0,1.0,1.0,0.0,N.D.,N.D.,0-17,SINGOLA TRATTA,RYANAIR DAC,,,,,N.D.,0-17,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,3.0,4,0,1,3.0,1.0,2.1493092298647856,0.8506907701352144,2.0,2.5714285714285716,1.55,0.6451612903225806,8.0
ALB,BGY,MAN,2024,1,26,2024-01-26 17:10:00,ORIO AL SERIO,MANCHESTER,BERGAMO,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,2.0,1.0,1.0,0.0,N.D.,M,31-45,SINGOLA TRATTA,RYANAIR DAC,N.D.,,,,N.D.,31-45,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,3.0,4,0,1,3.0,1.0,2.1493092298647856,0.8506907701352144,3.0,2.4285714285714284,1.55,0.6451612903225806,2.0
ALB,CIA,MAN,2024,1,27,2024-01-27 15:15:00,CIAMPINO,MANCHESTER,ROMA,MANCHESTER,ITA,GB,ITALIA,REGNO UNITO,5.0,1.0,1.0,0.0,PASSAPORTO,M,46-60,SINGOLA TRATTA,RYANAIR DAC,FR3204,,,,PASSAPORTO,46-60,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,3.0,5,1,1,3.0,1.0,2.1493092298647856,0.8506907701352144,3.0,2.857142857142857,1.55,0.6451612903225806,5.0
ALB,BLQ,MAN,2024,1,28,2024-01-28 11:40:00,GUGLIELMO MARCONI,MANCHESTER,BOLOGNA,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,8.0,3.0,3.0,0.0,N.D.,F,0-17,SINGOLA TRATTA,RYANAIR DAC,FR2242,,,,N.D.,0-17,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,6,1,1,0.6666666666666666,1.0,2.1493092298647856,-1.482642563198119,3.0,2.7142857142857144,1.55,1.9354838709677418,8.0
ALB,FCO,MAN,2024,1,28,2024-01-28 14:30:00,FIUMICINO,MANCHESTER,ROMA,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,5.0,1.0,0.0,0.0,N.D.,N.D.,46-60,SINGOLA TRATTA,JET2.COM,LS0791,IN ATTESA,,,N.D.,46-60,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,6,1,1,2.0,0.0,2.1493092298647856,-0.14930922986478556,0.6666666666666666,2.523809523809524,1.55,0.6451612903225806,5.0
ALB,BGY,MAN,2024,1,28,2024-01-28 18:40:00,ORIO AL SERIO,MANCHESTER,BERGAMO,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,2.0,1.0,1.0,0.0,PASSAPORTO,M,0-17,SINGOLA TRATTA,RYANAIR DAC,FR0892,,,,PASSAPORTO,0-17,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,6,1,1,2.0,1.0,2.1493092298647856,-0.14930922986478556,2.0,2.380952380952381,1.55,0.6451612903225806,2.0
ALB,BGY,MAN,2024,1,29,2024-01-29 14:00:00,ORIO AL SERIO,MANCHESTER,BERGAMO,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,2.0,2.0,2.0,0.0,PERMESSO DI SOGGIORNO,M,31-45,SINGOLA TRATTA,RYANAIR DAC,FR3216,RESPINTO,,,PERMESSO DI SOGGIORNO,31-45,1.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0,0,1,2.0,1.0,2.1493092298647856,-0.14930922986478556,2.0,2.238095238095238,1.55,1.2903225806451613,2.0
ALB,CIA,MAN,2024,1,29,2024-01-29 17:25:00,CIAMPINO,MANCHESTER,ROMA,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,5.0,2.0,2.0,0.0,N.D.,M,61+,SINGOLA TRATTA,,FR3206,RESPINTO,,,N.D.,61+,1.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0,0,1,2.0,1.0,2.1493092298647856,-0.14930922986478556,2.0,2.238095238095238,1.55,1.2903225806451613,5.0
ALB,BGY,MAN,2024,1,30,2024-01-30 11:35:00,ORIO AL SERIO,MANCHESTER,BERGAMO,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,2.0,4.0,4.0,1.0,CARTA D'IDENTITÀ,F,0-17,SINGOLA TRATTA,RYANAIR DAC,FR3216,RESPINTO,,,CARTA D'IDENTITÀ,0-17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,1,0.25,1.0,2.1493092298647856,-1.8993092298647856,2.0,2.0952380952380953,1.55,2.5806451612903225,2.0
ALB,PSA,MAN,2024,2,2,2024-02-02 13:30:00,GALILEO GALILEI,MANCHESTER,PISA,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,8.0,1.0,1.0,0.0,CARTA D'IDENTITÀ,M,46-60,SINGOLA TRATTA,RYANAIR DAC,FR5624,IN ATTESA,,,CARTA D'IDENTITÀ,46-60,1.0,0.0,1.0,1.0,0.0,4.0,0.0,7.0,0.0,7.0,4,0,2,7.0,1.0,2.1493092298647856,4.850690770135214,0.25,1.7023809523809523,1.55,0.6451612903225806,8.0
ALB,BLQ,MAN,2024,2,4,2024-02-04 11:40:00,GUGLIELMO MARCONI,MANCHESTER,BOLOGNA,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,8.0,2.0,2.0,1.0,CARTA D'IDENTITÀ,F,N.D.,SINGOLA TRATTA,RYANAIR DAC,FR2242,OK,,,CARTA D'IDENTITÀ,N.D.,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,6,1,2,1.0,1.0,2.1493092298647856,-1.1493092298647856,7.0,2.2738095238095237,1.55,1.2903225806451613,8.0
AND,BLQ,MAN,2024,2,4,2024-02-04 11:40:00,GUGLIELMO MARCONI,MANCHESTER,BOLOGNA,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,8.0,1.0,1.0,0.0,PASSAPORTO,M,31-45,SINGOLA TRATTA,RYANAIR DAC,FR2242,RESPINTO,,,PASSAPORTO,31-45,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,6,1,2,2.0,1.0,2.1493092298647856,-0.14930922986478556,1.0,2.3214285714285716,1.55,0.6451612903225806,8.0
ALB,PSA,MAN,2024,2,4,2024-02-04 12:00:00,GALILEO GALILEI,MANCHESTER,PISA,MANCHESTER,ITA,GB,ITALIA,REGNO UNITO,8.0,1.0,1.0,0.0,N.D.,M,18-30,SINGOLA TRATTA,RYANAIR DAC,FR5624,OK,,,N.D.,18-30,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,6,1,2,2.0,1.0,2.1493092298647856,-0.14930922986478556,2.0,2.3214285714285716,1.55,0.6451612903225806,8.0
ALB,BGY,MAN,2024,2,5,2024-02-05 14:00:00,ORIO AL SERIO,MANCHESTER,BERGAMO,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,2.0,1.0,1.0,0.0,N.D.,F,61+,SINGOLA TRATTA,RYANAIR DAC,FR3216,IN ATTESA,,,N.D.,61+,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,2,1.0,1.0,2.1493092298647856,-1.1493092298647856,2.0,2.3214285714285716,1.55,0.6451612903225806,2.0
ALB,FCO,MAN,2024,2,5,2024-02-05 16:25:00,FIUMICINO,MANCHESTER,ROMA,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,5.0,1.0,1.0,0.0,VISTO,M,0-17,SINGOLA TRATTA,JET2.COM,LS1785,IN ATTESA,,,VISTO,0-17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,2,1.0,1.0,2.1493092298647856,-1.1493092298647856,1.0,2.1785714285714284,1.55,0.6451612903225806,5.0
ALB,CIA,MAN,2024,2,8,2024-02-08 08:30:00,CIAMPINO,MANCHESTER,ROMA,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,5.0,1.0,1.0,1.0,N.D.,F,31-45,SINGOLA TRATTA,RYANAIR DAC,FR-3204,IN ATTESA,,,N.D.,31-45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,0,2,1.0,1.0,2.1493092298647856,-1.1493092298647856,1.0,2.0357142857142856,1.55,0.6451612903225806,5.0
ALB,MXP,MAN,2024,2,8,2024-02-08 19:50:00,MALPENSA,MANCHESTER,MILANO,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,2.0,2.0,2.0,2.0,N.D.,M,18-30,SINGOLA TRATTA,EASYJET EUROPE,EC3838,RESPINTO,,,N.D.,18-30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,0,2,0.5,1.0,2.1493092298647856,-1.6493092298647856,1.0,2.142857142857143,1.55,1.2903225806451613,2.0
ALB,FCO,MAN,2024,2,9,2024-02-09 08:35:00,FIUMICINO,MANCHESTER,ROMA,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,5.0,1.0,1.0,0.0,N.D.,M,N.D.,SINGOLA TRATTA,JET2.COM,LS0791,IN ATTESA,,,N.D.,N.D.,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,4,0,2,2.0,1.0,2.1493092298647856,-0.14930922986478556,0.5,1.2142857142857142,1.55,0.6451612903225806,5.0
ALB,BLQ,MAN,2024,2,9,2024-02-09 14:45:00,GUGLIELMO MARCONI,MANCHESTER,BOLOGNA,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,8.0,2.0,2.0,1.0,PASSAPORTO,F,18-30,SINGOLA TRATTA,RYANAIR DAC,FR2242,FERMATO,,,PASSAPORTO,18-30,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,4,0,2,1.0,1.0,2.1493092298647856,-1.1493092298647856,2.0,1.3571428571428572,1.55,1.2903225806451613,8.0
ALB,MXP,MAN,2024,2,10,2024-02-10 06:30:00,MALPENSA,MANCHESTER,MILANO,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,2.0,2.0,2.0,0.0,VISTO,F,18-30,SINGOLA TRATTA,RYANAIR DAC,FR6818,,,,VISTO,18-30,1.0,0.0,1.0,0.0,1.0,2.0,0.0,5.0,0.0,5.0,5,1,2,2.5,1.0,2.1493092298647856,0.35069077013521444,1.0,1.2142857142857142,1.55,1.2903225806451613,2.0
ALB,PSA,MAN,2024,2,10,2024-02-10 17:15:00,GALILEO GALILEI,MANCHESTER,PISA,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,8.0,1.0,1.0,0.0,N.D.,M,31-45,SINGOLA TRATTA,EASYJET,U22129,OK,,,N.D.,31-45,1.0,0.0,1.0,0.0,1.0,2.0,0.0,5.0,0.0,5.0,5,1,2,5.0,1.0,2.1493092298647856,2.8506907701352144,2.5,1.2857142857142858,1.55,0.6451612903225806,8.0
ALB,BLQ,MAN,2024,2,11,2024-02-11 11:40:00,GUGLIELMO MARCONI,MANCHESTER,BOLOGNA,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,8.0,0.0,1.0,0.0,VISTO,M,46-60,SINGOLA TRATTA,RYANAIR DAC,FR2242,FERMATO,,,VISTO,46-60,2.0,1.0,0.0,2.0,0.0,1.0,0.0,6.0,0.0,6.0,6,1,2,0.0,0.0,2.1493092298647856,-2.1493092298647856,5.0,1.8571428571428572,1.55,0.0,8.0
ALB,BGY,MAN,2024,2,11,2024-02-11 13:25:00,ORIO AL SERIO,MANCHESTER,BERGAMO,MANCHESTER,ITA,GB,ITALIA,REGNO UNITO,2.0,1.0,1.0,1.0,PERMESSO DI SOGGIORNO,F,18-30,SINGOLA TRATTA,RYANAIR DAC,FR3218,SEGNALATO,,,PERMESSO DI SOGGIORNO,18-30,2.0,1.0,0.0,2.0,0.0,1.0,0.0,6.0,0.0,6.0,6,1,2,6.0,1.0,2.1493092298647856,3.8506907701352144,0.0,1.7142857142857142,1.55,0.6451612903225806,2.0
